slug_servico;slug_categoria;Categoria;Nome do Serviço;Órgão;Nome do Órgão;Modalidade;Link;Visitas;URL_Original
solicitacao-de-certificados144;educacao-e-pesquisa;Educacao E Pesquisa;Solicitação de certificados;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/solicitacao-de-certificados144;4;educacao-e-pesquisa//solicitacao-de-certificados144
realizar-pericia-medica-remota47;trabalho-emprego-e-previdencia;Trabalho Emprego E Previdencia;Realizar Perícia Médica Remota;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Híbrido;https://www.ms.gov.br/trabalho-emprego-e-previdencia/realizar-pericia-medica-remota47;4;trabalho-emprego-e-previdencia//realizar-pericia-medica-remota47
141-unidade-universitaria-de-paranaiba-nucleo-de-praticas-e-assistencia-juridica-curso-direito127;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar acesso à assistência jurídica gratuita;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/141-unidade-universitaria-de-paranaiba-nucleo-de-praticas-e-assistencia-juridica-curso-direito127;4;educacao-e-pesquisa//141-unidade-universitaria-de-paranaiba-nucleo-de-praticas-e-assistencia-juridica-curso-direito127
doar-medula-ossea153;saude-e-cuidado;Saude E Cuidado;Solicitar cadastramento de doador voluntário de medula óssea;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/saude-e-cuidado/doar-medula-ossea153;4;saude-e-cuidado//doar-medula-ossea153
protocolo-geral93;administracao-publica;Administracao Publica;Protocolar documentos na PGE;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/protocolo-geral93;4;administracao-publica/protocolo-geral93//index
solicitar-pedido-de-vista-e-copia-sistema-e-ms124;administracao-publica;Administracao Publica;Solicitar pedido de vista e cópia;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;Digital;https://www.ms.gov.br/administracao-publica/solicitar-pedido-de-vista-e-copia-sistema-e-ms124;4;administracao-publica/solicitar-pedido-de-vista-e-copia-sistema-e-ms124
registar-reclamacao-solicitacao-sugestao-e-elogio98;administracao-publica;Administracao Publica;Registrar Reclamação, Solicitação, Sugestão e Elogio;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;Digital;https://www.ms.gov.br/administracao-publica/registar-reclamacao-solicitacao-sugestao-e-elogio98;4;administracao-publica/registar-reclamacao-solicitacao-sugestao-e-elogio98//index
autorizacao-para-impressao-de-documentos-fiscais-aidf-cancelamento-do-pedido199;empresa-industria-e-comercio;Empresa Industria E Comercio;Autorização para impressão de documentos fiscais (AIDF) - cancelamento do pedido;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/empresa-industria-e-comercio/autorizacao-para-impressao-de-documentos-fiscais-aidf-cancelamento-do-pedido199;4;empresa-industria-e-comercio/autorizacao-para-impressao-de-documentos-fiscais-aidf-cancelamento-do-pedido199//index
ofertar-educacao-de-jovens-e-adultos35;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar Educação de Jovens e Adultos;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/ofertar-educacao-de-jovens-e-adultos35;4;educacao-e-pesquisa//ofertar-educacao-de-jovens-e-adultos35
pagar-o-recolhimento-previdenciario-servidor-licenciado-para-tratamento-de-interesse-particular159;trabalho-emprego-e-previdencia;Trabalho Emprego E Previdencia;Pagar contribuição previdenciária – servidor em licença para trato de interesse particular (TIP);AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/trabalho-emprego-e-previdencia/pagar-o-recolhimento-previdenciario-servidor-licenciado-para-tratamento-de-interesse-particular159;4;trabalho-emprego-e-previdencia//pagar-o-recolhimento-previdenciario-servidor-licenciado-para-tratamento-de-interesse-particular159
conceder-acesso-ao-matomo70;ciencia-e-tecnologia;Ciencia E Tecnologia;Conceder acesso ao Matomo;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Digital;https://www.ms.gov.br/ciencia-e-tecnologia/conceder-acesso-ao-matomo70;4;ciencia-e-tecnologia//conceder-acesso-ao-matomo70
solicitar-inscricao-de-uc-no-cadastro-estadual-de-unidades-de-conservacao-ceuc156;meio-ambiente;Meio Ambiente;Solicitar inscrição de UC no Cadastro Estadual de Unidades de Conservação (CEUC);IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/meio-ambiente/solicitar-inscricao-de-uc-no-cadastro-estadual-de-unidades-de-conservacao-ceuc156;4;meio-ambiente//solicitar-inscricao-de-uc-no-cadastro-estadual-de-unidades-de-conservacao-ceuc156
pedido-de-acesso-a-informacao59;comunicacao-e-transparencia;Comunicacao E Transparencia;Fazer pedido de acesso à informação;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Digital;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao59;4;comunicacao-e-transparencia/pedido-de-acesso-a-informacao59//imprimir
solicitar-producao-e-adaptacao-de-materiais-didaticos-em-libras-cas164;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar produção e adaptação de materiais didáticos em Libras;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/solicitar-producao-e-adaptacao-de-materiais-didaticos-em-libras-cas164;4;educacao-e-pesquisa/solicitar-producao-e-adaptacao-de-materiais-didaticos-em-libras-cas164//index
TERMO-DE-VERIFICACAO-FISCAL-DE-EXPORTACAO-TVF-EXPORTACAO-BAIXA15;financas-e-impostos;Financas E Impostos;Termo de verificação fiscal de exportação (TVF-Exportação) - baixa;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/financas-e-impostos/TERMO-DE-VERIFICACAO-FISCAL-DE-EXPORTACAO-TVF-EXPORTACAO-BAIXA15;4;FINANCAS-E-IMPOSTOS/TERMO-DE-VERIFICACAO-FISCAL-DE-EXPORTACAO-TVF-EXPORTACAO-BAIXA15//index
visitacao-e-realizacao-de-eventos188;turismo;Turismo;Visitar Bioparque Pantanal;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Digital;https://www.ms.gov.br/turismo/visitacao-e-realizacao-de-eventos188;4;turismo//visitacao-e-realizacao-de-eventos188
processo-administrativo-sanitario3;saude-e-cuidado;Saude E Cuidado;Apresentar defesa e/ou recurso em processo administrativo sanitário PAS;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/saude-e-cuidado/processo-administrativo-sanitario3;4;saude-e-cuidado//processo-administrativo-sanitario3
solicitar-pedido-de-vista-e-copia189;administracao-publica;Administracao Publica;Solicitar pedido de vista e cópia;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/solicitar-pedido-de-vista-e-copia189;4;administracao-publica/solicitar-pedido-de-vista-e-copia189//index
solicitar-peticionamento-processual25;administracao-publica;Administracao Publica;Solicitar peticionamento processual;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Digital;https://www.ms.gov.br/administracao-publica/solicitar-peticionamento-processual25;4;administracao-publica/solicitar-peticionamento-processual25
pedido-de-acesso-a-informacao97;comunicacao-e-transparencia;Comunicacao E Transparencia;Fazer pedido de acesso à informação;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Digital;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao97;4;comunicacao-e-transparencia//pedido-de-acesso-a-informacao97
registrar-reclamacao-solicitacao-sugestao-e-elogio9;comunicacao-e-transparencia;Comunicacao E Transparencia;Registrar reclamação, solicitação, sugestão e elogio;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Digital;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio9;4;comunicacao-e-transparencia//registrar-reclamacao-solicitacao-sugestao-e-elogio9
solicitar-avaliacao-para-identificacao-para-altas-habilidades-ou-superdotacao-ceamahs120;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar avaliação para identificação para Altas Habilidades ou Superdotação;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/solicitar-avaliacao-para-identificacao-para-altas-habilidades-ou-superdotacao-ceamahs120;4;educacao-e-pesquisa/solicitar-avaliacao-para-identificacao-para-altas-habilidades-ou-superdotacao-ceamahs120//index
solicitar-atendimento-educacional-especializado-nas-salas-de-recursos-multifuncionais-da-rede-estadual-de-ensino160;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar Atendimento Educacional Especializado nas Salas de Recursos Multifuncionais da Rede Estadual de Ensino;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/solicitar-atendimento-educacional-especializado-nas-salas-de-recursos-multifuncionais-da-rede-estadual-de-ensino160;4;educacao-e-pesquisa/solicitar-atendimento-educacional-especializado-nas-salas-de-recursos-multifuncionais-da-rede-estadual-de-ensino160//index
exames-medicos-admissionais-em-desenvolvimento128;trabalho-emprego-e-previdencia;Trabalho Emprego E Previdencia;Solicitar a avaliação pericial para exames admissionais;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/trabalho-emprego-e-previdencia/exames-medicos-admissionais-em-desenvolvimento128;4;trabalho-emprego-e-previdencia//exames-medicos-admissionais-em-desenvolvimento128
solicitacao-de-revisao-de-proventos-alteracao-de-aposentadoria175;trabalho-emprego-e-previdencia;Trabalho Emprego E Previdencia;Requerer a revisão de proventos - alteração de aposentadoria;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/trabalho-emprego-e-previdencia/solicitacao-de-revisao-de-proventos-alteracao-de-aposentadoria175;4;trabalho-emprego-e-previdencia//solicitacao-de-revisao-de-proventos-alteracao-de-aposentadoria175
denuncias8;administracao-publica;Administracao Publica;Registrar denúncia;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/denuncias8;4;administracao-publica/denuncias8
ouvidoria-da-previdencia119;trabalho-emprego-e-previdencia;Trabalho Emprego E Previdencia;Falar com a ouvidoria;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/trabalho-emprego-e-previdencia/ouvidoria-da-previdencia119;4;trabalho-emprego-e-previdencia//ouvidoria-da-previdencia119
solicitar-pedido-de-vista-e-copia-sistema-e-ms39;administracao-publica;Administracao Publica;Solicitar pedido de vista e cópia;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/solicitar-pedido-de-vista-e-copia-sistema-e-ms39;4;administracao-publica/solicitar-pedido-de-vista-e-copia-sistema-e-ms39//imprimir
confirmar-a-autenticidade-de-certificacao-de-curso-ou-programa-de-educacao-continuada158;educacao-e-pesquisa;Educacao E Pesquisa;Confirmar a autenticidade de certificações;ESCOLAGOV;Fundação Escola de Governo;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/confirmar-a-autenticidade-de-certificacao-de-curso-ou-programa-de-educacao-continuada158;4;educacao-e-pesquisa//confirmar-a-autenticidade-de-certificacao-de-curso-ou-programa-de-educacao-continuada158
fornecimento-de-medicamentos-da-assistencia-farmaceutica-estadual-componente-estrategico46;saude-e-cuidado;Saude E Cuidado;Solicitar fornecimento de medicamentos da assistência farmacêutica estadual - componente estratégico;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/saude-e-cuidado/fornecimento-de-medicamentos-da-assistencia-farmaceutica-estadual-componente-estrategico46;3;saude-e-cuidado//fornecimento-de-medicamentos-da-assistencia-farmaceutica-estadual-componente-estrategico46
apoio-tecnico-aos-municipios-na-ocorrencia-de-desastres6;seguranca;Seguranca;Solicitar apoio técnico/operacional em ocorrência de desastres;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/seguranca/apoio-tecnico-aos-municipios-na-ocorrencia-de-desastres6;3;seguranca//apoio-tecnico-aos-municipios-na-ocorrencia-de-desastres6
processo-de-concurso-publico-docente39;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar processo de concurso público docente;UEMS;Universidade Estadual de Mato Grosso do Sul;Digital;https://www.ms.gov.br/educacao-e-pesquisa/processo-de-concurso-publico-docente39;3;educacao-e-pesquisa//processo-de-concurso-publico-docente39
processo-de-selecao-de-docentes-temporarios98;educacao-e-pesquisa;Educacao E Pesquisa;Processo de seleção de docentes temporários;UEMS;Universidade Estadual de Mato Grosso do Sul;Híbrido;https://www.ms.gov.br/educacao-e-pesquisa/processo-de-selecao-de-docentes-temporarios98;3;educacao-e-pesquisa//processo-de-selecao-de-docentes-temporarios98
041-propp-programa-institucional-de-bolsas-aos-alunos-da-pos-graduacao-pibap155;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar bolsa de pós-graduação – PIBAP;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/041-propp-programa-institucional-de-bolsas-aos-alunos-da-pos-graduacao-pibap155;3;educacao-e-pesquisa//041-propp-programa-institucional-de-bolsas-aos-alunos-da-pos-graduacao-pibap155
113-unidade-universitaria-de-mundo-novo-laboratorio-de-informatica173;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar o uso do laboratório de informática;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/113-unidade-universitaria-de-mundo-novo-laboratorio-de-informatica173;3;educacao-e-pesquisa//113-unidade-universitaria-de-mundo-novo-laboratorio-de-informatica173
solicitar-peticionamento-processual-sistema-e-ms79;administracao-publica;Administracao Publica;Solicitar peticionamento em processo administrativo;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/solicitar-peticionamento-processual-sistema-e-ms79;3;administracao-publica//solicitar-peticionamento-processual-sistema-e-ms79
178-bom-de-bola-e-bom-na-escola77;seguranca;Seguranca;Participar do projeto bom de bola e bom na escola;PMMS;Polícia Militar de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/seguranca/178-bom-de-bola-e-bom-na-escola77;3;seguranca//178-bom-de-bola-e-bom-na-escola77
plicativo-msgas-acompanhamento-do-consumo-emissao-de-2a-via-de-fatura116;energia;Energia;Acessar o aplicativo MSGÁS (acompanhamento do consumo, emissão de 2ª via de fatura);MSGÁS;Companhia de Gás do Estado de Mato Grosso do Sul;Digital;https://www.ms.gov.br/energia/plicativo-msgas-acompanhamento-do-consumo-emissao-de-2a-via-de-fatura116;3;energia//plicativo-msgas-acompanhamento-do-consumo-emissao-de-2a-via-de-fatura116
pedido-de-confeccao-de-carteirinha-da-biblioteca151;educacao-e-pesquisa;Educacao E Pesquisa;Pedido de confecção de carteirinha da biblioteca;UEMS;Universidade Estadual de Mato Grosso do Sul;Híbrido;https://www.ms.gov.br/educacao-e-pesquisa/pedido-de-confeccao-de-carteirinha-da-biblioteca151;3;educacao-e-pesquisa//pedido-de-confeccao-de-carteirinha-da-biblioteca151
solicitar-pedido-de-vista-e-copia113;administracao-publica;Administracao Publica;Solicitar pedido de vista e cópia;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/solicitar-pedido-de-vista-e-copia113;3;administracao-publica//solicitar-pedido-de-vista-e-copia113
pedido-de-renovacao-de-emprestimo-de-livro36;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar pedido de renovação de empréstimo de livro;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/pedido-de-renovacao-de-emprestimo-de-livro36;3;educacao-e-pesquisa//pedido-de-renovacao-de-emprestimo-de-livro36
atendimento-de-suporte-tecnico176;ciencia-e-tecnologia;Ciencia E Tecnologia;Solicitar Suporte de Tecnologia do Governo do Estado;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/ciencia-e-tecnologia/atendimento-de-suporte-tecnico176;3;ciencia-e-tecnologia//atendimento-de-suporte-tecnico176
programa-institucional-de-bolsas-aos-alunos-da-pos-graduacao-pibap81;educacao-e-pesquisa;Educacao E Pesquisa;Programa  Institucional de Bolsas aos Alunos da Pós Graduação - PIBAP;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/programa-institucional-de-bolsas-aos-alunos-da-pos-graduacao-pibap81;3;educacao-e-pesquisa//programa-institucional-de-bolsas-aos-alunos-da-pos-graduacao-pibap81
solicitar-aprovacao-de-plano-de-manejo-de-rppn81;meio-ambiente;Meio Ambiente;Solicitar aprovação de plano de manejo de RPPN;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/meio-ambiente/solicitar-aprovacao-de-plano-de-manejo-de-rppn81;3;meio-ambiente/solicitar-aprovacao-de-plano-de-manejo-de-rppn81//index
requerer-auxilio-invalidez-ao-aposentado-por-incapacidade-definitiva161;trabalho-emprego-e-previdencia;Trabalho Emprego E Previdencia;Requerer o auxílio-invalidez ao aposentado por incapacidade definitiva;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/trabalho-emprego-e-previdencia/requerer-auxilio-invalidez-ao-aposentado-por-incapacidade-definitiva161;3;trabalho-emprego-e-previdencia//requerer-auxilio-invalidez-ao-aposentado-por-incapacidade-definitiva161
2a-via-do-diploma58;educacao-e-pesquisa;Educacao E Pesquisa;2ª via do diploma;UEMS;Universidade Estadual de Mato Grosso do Sul;Híbrido;https://www.ms.gov.br/educacao-e-pesquisa/2a-via-do-diploma58;3;educacao-e-pesquisa//2a-via-do-diploma58
credenciamento-de-laboratorios-de-alimentos-eou-agua-de-abastecimento91;empresa-industria-e-comercio;Empresa Industria E Comercio;Credenciar laboratório de alimentos e/ou água de abastecimento;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Presencial;https://www.ms.gov.br/empresa-industria-e-comercio/credenciamento-de-laboratorios-de-alimentos-eou-agua-de-abastecimento91;3;empresa-industria-e-comercio//credenciamento-de-laboratorios-de-alimentos-eou-agua-de-abastecimento91
fazer-pedido-de-acesso-a-informacao134;comunicacao-e-transparencia;Comunicacao E Transparencia;Fazer pedido de acesso à informação;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Digital;https://www.ms.gov.br/comunicacao-e-transparencia/fazer-pedido-de-acesso-a-informacao134;3;comunicacao-e-transparencia//fazer-pedido-de-acesso-a-informacao134
requerimento-de-2a-via-de-diplomacertificado73;educacao-e-pesquisa;Educacao E Pesquisa;Requerimento de 2ª via de diploma/certificado;UEMS;Universidade Estadual de Mato Grosso do Sul;Digital;https://www.ms.gov.br/educacao-e-pesquisa/requerimento-de-2a-via-de-diplomacertificado73;3;educacao-e-pesquisa//requerimento-de-2a-via-de-diplomacertificado73
registrar-reclamacao-solicitacao-sugestao-e-elogio108;comunicacao-e-transparencia;Comunicacao E Transparencia;Registrar reclamação, solicitação, sugestão e elogio;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;Digital;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio108;3;comunicacao-e-transparencia//registrar-reclamacao-solicitacao-sugestao-e-elogio108
emprestimo-de-materiais7;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar empréstimo de materiais;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/emprestimo-de-materiais7;3;educacao-e-pesquisa//emprestimo-de-materiais7
exame-de-audiometria185;educacao-e-pesquisa;Educacao E Pesquisa;Realizar exame de audiometria;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/exame-de-audiometria185;3;educacao-e-pesquisa//exame-de-audiometria185
solicitacao-do-programa-direitos-humanos-em-acao171;direitos-e-cidadania;Direitos E Cidadania;Solicitar atendimento pelo Programa Direitos Humanos em Ação;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Presencial;https://www.ms.gov.br/direitos-e-cidadania/solicitacao-do-programa-direitos-humanos-em-acao171;3;direitos-e-cidadania//solicitacao-do-programa-direitos-humanos-em-acao171
residencias-inclusivas-regionalizadas-para-adultos-com-deficiencia68;assistencia-social;Assistencia Social;Solicitar atendimento em residências inclusivas regionalizadas para adultos com deficiência;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Presencial;https://www.ms.gov.br/assistencia-social/residencias-inclusivas-regionalizadas-para-adultos-com-deficiencia68;3;assistencia-social//residencias-inclusivas-regionalizadas-para-adultos-com-deficiencia68
icms-ecologico-componente-residuos-solidos13;meio-ambiente;Meio Ambiente;Requerer participação no rateio do ICMS Ecológico - Componente Resíduo Sólidos;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/meio-ambiente/icms-ecologico-componente-residuos-solidos13;3;meio-ambiente/icms-ecologico-componente-residuos-solidos13//index
exames-periodicos-em-servidores-em-exercicio-na-sejusp-em-desenvolvimento112;trabalho-emprego-e-previdencia;Trabalho Emprego E Previdencia;Solicitar a avaliação pericial para realizar exame periódico de saúde do Servidor;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/trabalho-emprego-e-previdencia/exames-periodicos-em-servidores-em-exercicio-na-sejusp-em-desenvolvimento112;3;trabalho-emprego-e-previdencia//exames-periodicos-em-servidores-em-exercicio-na-sejusp-em-desenvolvimento112
prestacao-de-servico-a-comunidade92;direitos-e-cidadania;Direitos E Cidadania;Solicitar orientações para cumprimento de alternativas penais;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;Presencial;https://www.ms.gov.br/direitos-e-cidadania/prestacao-de-servico-a-comunidade92;3;direitos-e-cidadania//prestacao-de-servico-a-comunidade92
171-proerd-programa-educacional-de-resistencia-as-drogas-e-a-violencia72;seguranca;Seguranca;Participar do programa educacional de resistência às drogas e à violência (PROERD);PMMS;Polícia Militar de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/seguranca/171-proerd-programa-educacional-de-resistencia-as-drogas-e-a-violencia72;2;seguranca//171-proerd-programa-educacional-de-resistencia-as-drogas-e-a-violencia72
acessar-portal-da-transparencia-da-msgas141;comunicacao-e-transparencia;Comunicacao E Transparencia;Acessar portal da transparência da MSGÁS;MSGÁS;Companhia de Gás do Estado de Mato Grosso do Sul;Digital;https://www.ms.gov.br/comunicacao-e-transparencia/acessar-portal-da-transparencia-da-msgas141;2;comunicacao-e-transparencia//acessar-portal-da-transparencia-da-msgas141
cadastro-de-atividades-complementares-de-ensino-ace40;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar cadastro de atividades complementares de ensino (ACE);UEMS;Universidade Estadual de Mato Grosso do Sul;Digital;https://www.ms.gov.br/educacao-e-pesquisa/cadastro-de-atividades-complementares-de-ensino-ace40;2;educacao-e-pesquisa//cadastro-de-atividades-complementares-de-ensino-ace40
solicitar-servicos-de-gestao-de-de-patrimonio-infraestrutura-e-reserva-de-veiculos-oficiais173;infraestrutura;Infraestrutura;Solicitar serviços de gestão de de patrimônio, infraestrutura e reserva de veículos oficiais;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/infraestrutura/solicitar-servicos-de-gestao-de-de-patrimonio-infraestrutura-e-reserva-de-veiculos-oficiais173;2;infraestrutura//solicitar-servicos-de-gestao-de-de-patrimonio-infraestrutura-e-reserva-de-veiculos-oficiais173
solicitar-tarifa-social107;empresa-industria-e-comercio;Empresa Industria E Comercio;Solicitar benefício da tarifa social;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-tarifa-social107;2;empresa-industria-e-comercio//solicitar-tarifa-social107
pedido-de-reconsideracao-de-despacho-de-indeferimento-de-atestado-de-inexistencia-para-fins-de-diferimento-do-icms-diferencial-de-aliquotas-e-de-importacao-na-aquisicao-de-maquinas-e-equipamentos-industriais-termo-de-acordo191;empresa-industria-e-comercio;Empresa Industria E Comercio;Pedido de reconsideração de despacho de indeferimento de atestado de inexistência para fins de diferimento do ICMS diferencial de alíquotas e de importação na aquisição de máquinas e equipamentos industriais - Termo de Acordo;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/empresa-industria-e-comercio/pedido-de-reconsideracao-de-despacho-de-indeferimento-de-atestado-de-inexistencia-para-fins-de-diferimento-do-icms-diferencial-de-aliquotas-e-de-importacao-na-aquisicao-de-maquinas-e-equipamentos-industriais-termo-de-acordo191;2;empresa-industria-e-comercio/pedido-de-reconsideracao-de-despacho-de-indeferimento-de-atestado-de-inexistencia-para-fins-de-diferimento-do-icms-diferencial-de-aliquotas-e-de-importacao-na-aquisicao-de-maquinas-e-equipamentos-industriais-termo-de-acordo191//index
autenticidade-de-validacao-e-veracidade-de-diploma52;educacao-e-pesquisa;Educacao E Pesquisa;Autenticidade de validação e veracidade de diploma;UEMS;Universidade Estadual de Mato Grosso do Sul;Digital;https://www.ms.gov.br/educacao-e-pesquisa/autenticidade-de-validacao-e-veracidade-de-diploma52;2;educacao-e-pesquisa//autenticidade-de-validacao-e-veracidade-de-diploma52
divulgar-instituicao-de-ensino-oferecendo-descontos-para-servidores-publicos180;educacao-e-pesquisa;Educacao E Pesquisa;Oferecer parceria de descontos para servidores estaduais;ESCOLAGOV;Fundação Escola de Governo;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/divulgar-instituicao-de-ensino-oferecendo-descontos-para-servidores-publicos180;2;educacao-e-pesquisa//divulgar-instituicao-de-ensino-oferecendo-descontos-para-servidores-publicos180
teste-4189;comunicacao-e-transparencia;Comunicacao E Transparencia;Registrar elogio aos servidores;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;Presencial;https://www.ms.gov.br/comunicacao-e-transparencia/teste-4189;2;comunicacao-e-transparencia//teste-4189
acessar-site-para-ouvir-a-radio-educativa-fm-1047-de-forma-gratuita-portal-da-educativa85;comunicacao-e-transparencia;Comunicacao E Transparencia;Acessar site para ouvir a rádio educativa fm 104,7 de forma gratuita (Portal da Educativa);FERTEL - Educativa MS;Fundação Estadual Jornalista Luiz Chagas de Rádio e Televisão;Presencial;https://www.ms.gov.br/comunicacao-e-transparencia/acessar-site-para-ouvir-a-radio-educativa-fm-1047-de-forma-gratuita-portal-da-educativa85;2;comunicacao-e-transparencia//acessar-site-para-ouvir-a-radio-educativa-fm-1047-de-forma-gratuita-portal-da-educativa85
assessoria-de-projetos-especiais28;educacao-e-pesquisa;Educacao E Pesquisa;Assessoria de projetos especiais;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/assessoria-de-projetos-especiais28;2;educacao-e-pesquisa//assessoria-de-projetos-especiais28
